NVIDIA_GeForce_RTX_2080_SUPER
Final results:	8	28672	8192	4	0.9	669	702	631
Final results:	8	28672	8192	4	0.8	669	701	561
Final results:	8	28672	8192	4	0.7	668	702	491
Final results:	8	28672	8192	4	0.6	668	702	421
Final results:	8	28672	8192	4	0.5	669	701	350
Final results:	8	28672	8192	4	0.4	669	701	280
Final results:	8	28672	8192	4	0.3	669	702	210
Final results:	8	28672	8192	4	0.2	669	702	140
Final results:	8	28672	8192	4	0.1	668	702	70
Final results:	8	28672	8192	4	0.05	669	701	35
Final results:	8	28672	8192	8	1	981	478	478
Final results:	8	28672	8192	8	0.9	966	486	437
Final results:	8	28672	8192	8	0.8	842	557	445
Final results:	8	28672	8192	8	0.7	766	612	428
Final results:	8	28672	8192	8	0.6	680	690	414
Final results:	8	28672	8192	8	0.5	602	779	389
Final results:	8	28672	8192	8	0.4	521	900	360
Final results:	8	28672	8192	8	0.3	444	1056	317
Final results:	8	28672	8192	8	0.2	350	1338	267
Final results:	8	28672	8192	8	0.1	281	1671	167
Final results:	8	28672	8192	8	0.05	223	2100	105
Final results:	8	5120	5120	4	1	93	561	561
Final results:	8	5120	5120	4	0.9	93	561	505
Final results:	8	5120	5120	4	0.8	93	561	449
Final results:	8	5120	5120	4	0.7	93	558	391
Final results:	8	5120	5120	4	0.6	93	558	335
Final results:	8	5120	5120	4	0.5	93	561	280
Final results:	8	5120	5120	4	0.4	93	559	223
Final results:	8	5120	5120	4	0.3	93	559	167
Final results:	8	5120	5120	4	0.2	93	559	111
Final results:	8	5120	5120	4	0.1	93	560	56
Final results:	8	5120	5120	4	0.05	93	561	28
Final results:	8	5120	5120	8	1	139	376	376
Final results:	8	5120	5120	8	0.9	131	399	359
Final results:	8	5120	5120	8	0.8	116	448	358
Final results:	8	5120	5120	8	0.7	109	479	335
Final results:	8	5120	5120	8	0.6	100	523	314
Final results:	8	5120	5120	8	0.5	89	584	292
Final results:	8	5120	5120	8	0.4	77	672	269
Final results:	8	5120	5120	8	0.3	66	787	236
Final results:	8	5120	5120	8	0.2	55	941	188
Final results:	8	5120	5120	8	0.1	44	1167	116
Final results:	8	5120	5120	8	0.05	36	1423	71
Final results:	8	5120	13824	4	1	231	610	610
Final results:	8	5120	13824	4	0.9	231	611	549
Final results:	8	5120	13824	4	0.8	232	608	487
Final results:	8	5120	13824	4	0.7	231	611	428
Final results:	8	5120	13824	4	0.6	231	610	366
Final results:	8	5120	13824	4	0.5	231	611	305
Final results:	8	5120	13824	4	0.4	231	611	244
Final results:	8	5120	13824	4	0.3	231	611	183
Final results:	8	5120	13824	4	0.2	231	612	122
Final results:	8	5120	13824	4	0.1	231	612	61
Final results:	8	5120	13824	4	0.05	231	612	30
Final results:	8	5120	13824	8	1	364	388	388
Final results:	8	5120	13824	8	0.9	339	416	375
Final results:	8	5120	13824	8	0.8	299	473	378
Final results:	8	5120	13824	8	0.7	277	510	357
Final results:	8	5120	13824	8	0.6	239	590	354
Final results:	8	5120	13824	8	0.5	216	653	326
Final results:	8	5120	13824	8	0.4	185	762	304
Final results:	8	5120	13824	8	0.3	158	890	267
Final results:	8	5120	13824	8	0.2	127	1108	221
Final results:	8	5120	13824	8	0.1	101	1397	139
Final results:	8	5120	13824	8	0.05	81	1736	86
Final results:	8	3584	20480	4	1	254	576	576
Final results:	8	3584	20480	4	0.9	255	575	517
Final results:	8	3584	20480	4	0.8	254	575	460
Final results:	8	3584	20480	4	0.7	254	575	403
Final results:	8	3584	20480	4	0.6	254	576	345
Final results:	8	3584	20480	4	0.5	254	575	287
Final results:	8	3584	20480	4	0.4	254	575	230
Final results:	8	3584	20480	4	0.3	254	575	172
Final results:	8	3584	20480	4	0.2	255	574	114
Final results:	8	3584	20480	4	0.1	254	575	57
Final results:	8	3584	20480	4	0.05	254	575	28
Final results:	8	3584	20480	8	1	409	358	358
Final results:	8	3584	20480	8	0.9	371	394	355
Final results:	8	3584	20480	8	0.8	313	468	375
Final results:	8	3584	20480	8	0.7	302	485	339
Final results:	8	3584	20480	8	0.6	274	534	320
Final results:	8	3584	20480	8	0.5	238	615	307
Final results:	8	3584	20480	8	0.4	203	719	287
Final results:	8	3584	20480	8	0.3	173	846	253
Final results:	8	3584	20480	8	0.2	137	1067	213
Final results:	8	3584	20480	8	0.1	110	1327	132
Final results:	8	3584	20480	8	0.05	90	1625	81
Final results:	8	4096	11008	4	1	149	602	602
Final results:	8	4096	11008	4	0.9	149	602	542
Final results:	8	4096	11008	4	0.8	150	600	480
Final results:	8	4096	11008	4	0.7	149	602	421
Final results:	8	4096	11008	4	0.6	149	603	362
Final results:	8	4096	11008	4	0.5	149	603	301
Final results:	8	4096	11008	4	0.4	149	601	240
Final results:	8	4096	11008	4	0.3	149	601	180
Final results:	8	4096	11008	4	0.2	149	602	120
Final results:	8	4096	11008	4	0.1	150	600	60
Final results:	8	4096	11008	4	0.05	150	601	30
Final results:	8	4096	11008	8	1	210	428	428
Final results:	8	4096	11008	8	0.9	209	430	387
Final results:	8	4096	11008	8	0.8	185	486	388
Final results:	8	4096	11008	8	0.7	171	526	368
Final results:	8	4096	11008	8	0.6	150	601	360
Final results:	8	4096	11008	8	0.5	133	675	337
Final results:	8	4096	11008	8	0.4	117	769	307
Final results:	8	4096	11008	8	0.3	99	909	272
Final results:	8	4096	11008	8	0.2	79	1127	225
Final results:	8	4096	11008	8	0.1	65	1366	136
Final results:	8	4096	11008	8	0.05	52	1704	85
Final results:	8	13824	5120	4	1	219	646	646
Final results:	8	13824	5120	4	0.9	219	644	580
Final results:	8	13824	5120	4	0.8	219	644	515
Final results:	8	13824	5120	4	0.7	219	644	450
Final results:	8	13824	5120	4	0.6	219	645	387
Final results:	8	13824	5120	4	0.5	219	644	322
Final results:	8	13824	5120	4	0.4	219	645	258
Final results:	8	13824	5120	4	0.3	219	645	193
Final results:	8	13824	5120	4	0.2	219	645	129
Final results:	8	13824	5120	4	0.1	219	645	64
Final results:	8	13824	5120	4	0.05	219	645	32
Final results:	8	13824	5120	8	1	310	456	456
Final results:	8	13824	5120	8	0.9	289	488	439
Final results:	8	13824	5120	8	0.8	259	545	436
Final results:	8	13824	5120	8	0.7	237	594	416
Final results:	8	13824	5120	8	0.6	214	658	395
Final results:	8	13824	5120	8	0.5	193	730	365
Final results:	8	13824	5120	8	0.4	170	830	332
Final results:	8	13824	5120	8	0.3	145	972	291
Final results:	8	13824	5120	8	0.2	119	1180	236
Final results:	8	13824	5120	8	0.1	96	1474	147
Final results:	8	13824	5120	8	0.05	78	1807	90
Final results:	8	18944	3584	4	1	207	653	653
Final results:	8	18944	3584	4	0.9	207	654	589
Final results:	8	18944	3584	4	0.8	207	654	523
Final results:	8	18944	3584	4	0.7	207	654	458
Final results:	8	18944	3584	4	0.6	207	653	392
Final results:	8	18944	3584	4	0.5	207	654	327
Final results:	8	18944	3584	4	0.4	207	654	261
Final results:	8	18944	3584	4	0.3	208	652	195
Final results:	8	18944	3584	4	0.2	206	656	131
Final results:	8	18944	3584	4	0.1	207	655	65
Final results:	8	18944	3584	4	0.05	206	656	32
Final results:	8	18944	3584	8	1	308	439	439
Final results:	8	18944	3584	8	0.9	288	471	424
Final results:	8	18944	3584	8	0.8	268	506	405
Final results:	8	18944	3584	8	0.7	238	570	399
Final results:	8	18944	3584	8	0.6	222	609	365
Final results:	8	18944	3584	8	0.5	197	687	343
Final results:	8	18944	3584	8	0.4	169	802	320
Final results:	8	18944	3584	8	0.3	147	922	276
Final results:	8	18944	3584	8	0.2	118	1144	228
Final results:	8	18944	3584	8	0.1	95	1415	141
Final results:	8	18944	3584	8	0.05	83	1619	80
Final results:	8	14336	4096	4	1	179	655	655
Final results:	8	14336	4096	4	0.9	179	655	589
Final results:	8	14336	4096	4	0.8	179	654	523
Final results:	8	14336	4096	4	0.7	179	655	458
Final results:	8	14336	4096	4	0.6	179	655	393
Final results:	8	14336	4096	4	0.5	179	654	327
Final results:	8	14336	4096	4	0.4	179	655	262
Final results:	8	14336	4096	4	0.3	178	656	197
Final results:	8	14336	4096	4	0.2	178	656	131
Final results:	8	14336	4096	4	0.1	178	657	65
Final results:	8	14336	4096	4	0.05	178	657	32
Final results:	8	14336	4096	8	1	269	435	435
Final results:	8	14336	4096	8	0.9	256	457	411
Final results:	8	14336	4096	8	0.8	226	519	415
Final results:	8	14336	4096	8	0.7	213	550	385
Final results:	8	14336	4096	8	0.6	192	611	366
Final results:	8	14336	4096	8	0.5	173	677	338
Final results:	8	14336	4096	8	0.4	149	784	313
Final results:	8	14336	4096	8	0.3	125	933	279
Final results:	8	14336	4096	8	0.2	105	1112	222
Final results:	8	14336	4096	8	0.1	85	1367	136
Final results:	8	14336	4096	8	0.05	71	1639	81
Final results:	8	4096	14336	4	1	195	601	601
Final results:	8	4096	14336	4	0.9	195	601	541
Final results:	8	4096	14336	4	0.8	195	600	480
Final results:	8	4096	14336	4	0.7	195	601	420
Final results:	8	4096	14336	4	0.6	195	600	360
Final results:	8	4096	14336	4	0.5	195	601	300
Final results:	8	4096	14336	4	0.4	195	600	240
Final results:	8	4096	14336	4	0.3	195	601	180
Final results:	8	4096	14336	4	0.2	195	602	120
Final results:	8	4096	14336	4	0.1	195	602	60
Final results:	8	4096	14336	4	0.05	195	601	30
Final results:	8	4096	14336	8	1	283	413	413
Final results:	8	4096	14336	8	0.9	268	436	392
Final results:	8	4096	14336	8	0.8	240	488	390
Final results:	8	4096	14336	8	0.7	218	537	376
Final results:	8	4096	14336	8	0.6	190	615	369
Final results:	8	4096	14336	8	0.5	172	682	341
Final results:	8	4096	14336	8	0.4	148	792	317
Final results:	8	4096	14336	8	0.3	125	935	280
Final results:	8	4096	14336	8	0.2	101	1160	232
Final results:	8	4096	14336	8	0.1	81	1442	144
Final results:	8	4096	14336	8	0.05	67	1751	87
Final results:	8	8192	28672	4	1	731	642	642
Final results:	8	8192	28672	4	0.9	730	642	578
Final results:	8	8192	28672	4	0.8	731	642	513
Final results:	8	8192	28672	4	0.7	731	642	449
Final results:	8	8192	28672	4	0.6	730	643	385
Final results:	8	8192	28672	4	0.5	731	642	321
Final results:	8	8192	28672	4	0.4	731	642	257
Final results:	8	8192	28672	4	0.3	730	642	192
Final results:	8	8192	28672	4	0.2	730	642	128
Final results:	8	8192	28672	4	0.1	730	642	64
Final results:	8	8192	28672	4	0.05	730	642	32
Final results:	8	8192	28672	8	1	1104	425	425
Final results:	8	8192	28672	8	0.9	1066	440	396
Final results:	8	8192	28672	8	0.8	956	491	392
Final results:	8	8192	28672	8	0.7	852	551	385
Final results:	8	8192	28672	8	0.6	744	630	378
Final results:	8	8192	28672	8	0.5	649	723	361
Final results:	8	8192	28672	8	0.4	553	847	339
Final results:	8	8192	28672	8	0.3	469	1001	300
Final results:	8	8192	28672	8	0.2	373	1257	251
Final results:	8	8192	28672	8	0.1	296	1584	158
Final results:	8	8192	28672	8	0.05	236	1984	99
Final results:	8	11008	4096	4	1	140	641	641
Final results:	8	11008	4096	4	0.9	141	639	575
Final results:	8	11008	4096	4	0.8	140	642	513
Final results:	8	11008	4096	4	0.7	140	641	449
Final results:	8	11008	4096	4	0.6	140	640	384
Final results:	8	11008	4096	4	0.5	140	641	320
Final results:	8	11008	4096	4	0.4	140	640	256
Final results:	8	11008	4096	4	0.3	140	641	192
Final results:	8	11008	4096	4	0.2	140	641	128
Final results:	8	11008	4096	4	0.1	140	640	64
Final results:	8	11008	4096	4	0.05	140	639	31
Final results:	8	11008	4096	8	1	216	417	417
Final results:	8	11008	4096	8	0.9	206	437	393
Final results:	8	11008	4096	8	0.8	181	496	397
Final results:	8	11008	4096	8	0.7	171	525	368
Final results:	8	11008	4096	8	0.6	153	588	353
Final results:	8	11008	4096	8	0.5	139	647	323
Final results:	8	11008	4096	8	0.4	120	748	299
Final results:	8	11008	4096	8	0.3	101	891	267
Final results:	8	11008	4096	8	0.2	83	1082	216
Final results:	8	11008	4096	8	0.1	67	1327	132
Final results:	8	11008	4096	8	0.05	57	1581	79
Final results:	8	32000	4096	4	1	383	684	684
Final results:	8	32000	4096	4	0.9	381	686	617
Final results:	8	32000	4096	4	0.8	379	690	552
Final results:	8	32000	4096	4	0.7	380	688	481
Final results:	8	32000	4096	4	0.6	381	687	412
Final results:	8	32000	4096	4	0.5	381	687	343
Final results:	8	32000	4096	4	0.4	380	688	275
Final results:	8	32000	4096	4	0.3	380	688	206
Final results:	8	32000	4096	4	0.2	380	688	137
Final results:	8	32000	4096	4	0.1	380	688	68
Final results:	8	32000	4096	4	0.05	380	688	34
Final results:	8	32000	4096	8	1	560	468	468
Final results:	8	32000	4096	8	0.9	531	492	443
Final results:	8	32000	4096	8	0.8	468	559	447
Final results:	8	32000	4096	8	0.7	440	594	416
Final results:	8	32000	4096	8	0.6	395	662	397
Final results:	8	32000	4096	8	0.5	359	728	364
Final results:	8	32000	4096	8	0.4	312	838	335
Final results:	8	32000	4096	8	0.3	262	998	299
Final results:	8	32000	4096	8	0.2	214	1222	244
Final results:	8	32000	4096	8	0.1	176	1481	148
Final results:	8	32000	4096	8	0.05	147	1779	88
Final results:	8	20480	3584	4	1	222	658	658
Final results:	8	20480	3584	4	0.9	222	659	593
Final results:	8	20480	3584	4	0.8	223	656	525
Final results:	8	20480	3584	4	0.7	223	658	460
Final results:	8	20480	3584	4	0.6	222	658	395
Final results:	8	20480	3584	4	0.5	222	658	329
Final results:	8	20480	3584	4	0.4	222	659	263
Final results:	8	20480	3584	4	0.3	223	658	197
Final results:	8	20480	3584	4	0.2	222	658	131
Final results:	8	20480	3584	4	0.1	222	659	65
Final results:	8	20480	3584	4	0.05	222	658	32
Final results:	8	20480	3584	8	1	330	443	443
Final results:	8	20480	3584	8	0.9	308	475	428
Final results:	8	20480	3584	8	0.8	287	510	408
Final results:	8	20480	3584	8	0.7	254	575	403
Final results:	8	20480	3584	8	0.6	238	616	370
Final results:	8	20480	3584	8	0.5	212	690	345
Final results:	8	20480	3584	8	0.4	185	792	316
Final results:	8	20480	3584	8	0.3	160	917	275
Final results:	8	20480	3584	8	0.2	125	1172	234
Final results:	8	20480	3584	8	0.1	103	1422	142
Final results:	8	20480	3584	8	0.05	90	1624	81
Final results:	8	3584	18944	4	1	224	603	603
Final results:	8	3584	18944	4	0.9	224	603	543
Final results:	8	3584	18944	4	0.8	225	602	482
Final results:	8	3584	18944	4	0.7	225	603	422
Final results:	8	3584	18944	4	0.6	225	603	361
Final results:	8	3584	18944	4	0.5	225	602	301
Final results:	8	3584	18944	4	0.4	225	602	241
Final results:	8	3584	18944	4	0.3	225	602	180
Final results:	8	3584	18944	4	0.2	225	603	120
Final results:	8	3584	18944	4	0.1	225	603	60
Final results:	8	3584	18944	4	0.05	225	603	30
Final results:	8	3584	18944	8	1	360	376	376
Final results:	8	3584	18944	8	0.9	331	409	368
Final results:	8	3584	18944	8	0.8	309	438	350
Final results:	8	3584	18944	8	0.7	281	481	337
Final results:	8	3584	18944	8	0.6	248	546	327
Final results:	8	3584	18944	8	0.5	220	616	308
Final results:	8	3584	18944	8	0.4	192	704	281
Final results:	8	3584	18944	8	0.3	160	844	253
Final results:	8	3584	18944	8	0.2	128	1053	210
Final results:	8	3584	18944	8	0.1	103	1312	131
Final results:	8	3584	18944	8	0.05	82	1643	82
Final results:	8	21504	7168	4	1	456	675	675
Final results:	8	21504	7168	4	0.9	456	675	608
Final results:	8	21504	7168	4	0.8	456	674	539
Final results:	8	21504	7168	4	0.7	456	675	472
Final results:	8	21504	7168	4	0.6	456	675	405
Final results:	8	21504	7168	4	0.5	455	676	338
Final results:	8	21504	7168	4	0.4	455	676	270
Final results:	8	21504	7168	4	0.3	455	676	202
Final results:	8	21504	7168	4	0.2	456	675	135
Final results:	8	21504	7168	4	0.1	456	675	67
Final results:	8	21504	7168	4	0.05	456	675	33
Final results:	8	21504	7168	8	1	663	464	464
Final results:	8	21504	7168	8	0.9	626	491	442
Final results:	8	21504	7168	8	0.8	562	548	438
Final results:	8	21504	7168	8	0.7	498	617	432
Final results:	8	21504	7168	8	0.6	445	692	415
Final results:	8	21504	7168	8	0.5	401	767	383
Final results:	8	21504	7168	8	0.4	348	884	353
Final results:	8	21504	7168	8	0.3	296	1039	311
Final results:	8	21504	7168	8	0.2	233	1319	263
Final results:	8	21504	7168	8	0.1	191	1612	161
Final results:	8	21504	7168	8	0.05	154	1991	99
Final results:	8	7168	7168	4	1	165	620	620
Final results:	8	7168	7168	4	0.9	165	622	559
Final results:	8	7168	7168	4	0.8	165	620	496
Final results:	8	7168	7168	4	0.7	165	621	435
Final results:	8	7168	7168	4	0.6	165	619	371
Final results:	8	7168	7168	4	0.5	165	621	310
Final results:	8	7168	7168	4	0.4	165	621	248
Final results:	8	7168	7168	4	0.3	165	621	186
Final results:	8	7168	7168	4	0.2	165	621	124
Final results:	8	7168	7168	4	0.1	165	621	62
Final results:	8	7168	7168	4	0.05	165	620	31
Final results:	8	7168	7168	8	1	241	425	425
Final results:	8	7168	7168	8	0.9	225	454	409
Final results:	8	7168	7168	8	0.8	203	505	404
Final results:	8	7168	7168	8	0.7	181	564	395
Final results:	8	7168	7168	8	0.6	163	627	376
Final results:	8	7168	7168	8	0.5	147	695	347
Final results:	8	7168	7168	8	0.4	129	793	317
Final results:	8	7168	7168	8	0.3	110	933	279
Final results:	8	7168	7168	8	0.2	88	1165	233
Final results:	8	7168	7168	8	0.1	73	1407	140
Final results:	8	7168	7168	8	0.05	59	1720	86
Final results:	8	28672	7168	4	1	599	685	685
Final results:	8	28672	7168	4	0.9	600	684	616
Final results:	8	28672	7168	4	0.8	599	685	548
Final results:	8	28672	7168	4	0.7	598	687	480
Final results:	8	28672	7168	4	0.6	599	686	411
Final results:	8	28672	7168	4	0.5	600	684	342
Final results:	8	28672	7168	4	0.4	598	686	274
Final results:	8	28672	7168	4	0.3	598	686	205
Final results:	8	28672	7168	4	0.2	599	686	137
Final results:	8	28672	7168	4	0.1	599	685	68
Final results:	8	28672	7168	4	0.05	600	684	34
Final results:	8	28672	7168	8	1	886	463	463
Final results:	8	28672	7168	8	0.9	832	493	444
Final results:	8	28672	7168	8	0.8	744	552	441
Final results:	8	28672	7168	8	0.7	668	615	430
Final results:	8	28672	7168	8	0.6	596	689	413
Final results:	8	28672	7168	8	0.5	536	765	382
Final results:	8	28672	7168	8	0.4	466	880	352
Final results:	8	28672	7168	8	0.3	396	1037	311
Final results:	8	28672	7168	8	0.2	309	1328	265
Final results:	8	28672	7168	8	0.1	252	1626	162
Final results:	8	28672	7168	8	0.05	204	2010	100
Final results:	8	7168	28672	4	1	620	662	662
Final results:	8	7168	28672	4	0.9	619	663	596
Final results:	8	7168	28672	4	0.8	617	665	532
Final results:	8	7168	28672	4	0.7	618	665	465
Final results:	8	7168	28672	4	0.6	618	664	398
Final results:	8	7168	28672	4	0.5	618	664	332
Final results:	8	7168	28672	4	0.4	618	664	265
Final results:	8	7168	28672	4	0.3	617	665	199
Final results:	8	7168	28672	4	0.2	617	665	133
Final results:	8	7168	28672	4	0.1	618	665	66
Final results:	8	7168	28672	4	0.05	618	664	33
Final results:	8	7168	28672	8	1	930	441	441
Final results:	8	7168	28672	8	0.9	895	458	413
Final results:	8	7168	28672	8	0.8	806	509	407
Final results:	8	7168	28672	8	0.7	711	577	404
Final results:	8	7168	28672	8	0.6	621	661	397
Final results:	8	7168	28672	8	0.5	547	751	375
Final results:	8	7168	28672	8	0.4	466	880	352
Final results:	8	7168	28672	8	0.3	396	1037	311
Final results:	8	7168	28672	8	0.2	314	1306	261
Final results:	8	7168	28672	8	0.1	250	1642	164
Final results:	8	7168	28672	8	0.05	199	2055	102
Final results:	8	27648	9216	4	1	740	688	688
Final results:	8	27648	9216	4	0.9	739	689	620
Final results:	8	27648	9216	4	0.8	739	688	551
Final results:	8	27648	9216	4	0.7	739	689	482
Final results:	8	27648	9216	4	0.6	739	688	413
Final results:	8	27648	9216	4	0.5	740	688	344
Final results:	8	27648	9216	4	0.4	740	688	275
Final results:	8	27648	9216	4	0.3	740	688	206
Final results:	8	27648	9216	4	0.2	740	688	137
Final results:	8	27648	9216	4	0.1	740	688	68
Final results:	8	27648	9216	4	0.05	740	688	34
Final results:	8	27648	9216	8	1	1090	467	467
Final results:	8	27648	9216	8	0.9	983	518	466
Final results:	8	27648	9216	8	0.8	931	547	437
Final results:	8	27648	9216	8	0.7	814	625	438
Final results:	8	27648	9216	8	0.6	724	703	422
Final results:	8	27648	9216	8	0.5	645	789	394
Final results:	8	27648	9216	8	0.4	559	910	364
Final results:	8	27648	9216	8	0.3	477	1068	320
Final results:	8	27648	9216	8	0.2	382	1332	266
Final results:	8	27648	9216	8	0.1	302	1686	168
Final results:	8	27648	9216	8	0.05	246	2064	103
Final results:	8	9216	9216	4	1	259	655	655
Final results:	8	9216	9216	4	0.9	260	652	587
Final results:	8	9216	9216	4	0.8	259	654	523
Final results:	8	9216	9216	4	0.7	259	654	458
Final results:	8	9216	9216	4	0.6	259	654	392
Final results:	8	9216	9216	4	0.5	259	654	327
Final results:	8	9216	9216	4	0.4	259	655	262
Final results:	8	9216	9216	4	0.3	259	654	196
Final results:	8	9216	9216	4	0.2	258	655	131
Final results:	8	9216	9216	4	0.1	259	654	65
Final results:	8	9216	9216	4	0.05	259	654	32
Final results:	8	9216	9216	8	1	372	456	456
Final results:	8	9216	9216	8	0.9	329	515	464
Final results:	8	9216	9216	8	0.8	320	529	423
Final results:	8	9216	9216	8	0.7	280	605	423
Final results:	8	9216	9216	8	0.6	246	688	412
Final results:	8	9216	9216	8	0.5	222	764	382
Final results:	8	9216	9216	8	0.4	194	875	350
Final results:	8	9216	9216	8	0.3	163	1037	311
Final results:	8	9216	9216	8	0.2	133	1272	254
Final results:	8	9216	9216	8	0.1	107	1579	157
Final results:	8	9216	9216	8	0.05	88	1911	95
Final results:	8	36864	9216	4	1	978	694	694
Final results:	8	36864	9216	4	0.9	980	692	623
Final results:	8	36864	9216	4	0.8	978	694	555
Final results:	8	36864	9216	4	0.7	978	694	486
Final results:	8	36864	9216	4	0.6	978	694	416
Final results:	8	36864	9216	4	0.5	978	694	347
Final results:	8	36864	9216	4	0.4	978	694	277
Final results:	8	36864	9216	4	0.3	976	695	208
